id,original,base_time,base,small_time,small,medium_time,medium,large_time,large
58,군. 무리를 지어서 올 수가 (없다는)/(없다라는) 거예요. 어/.,1.691512585,군 무리를 지어서 올 수가 없다라는 거예요.,5.235010386,군! 무리를 지어서 올 수가 없다는 거예요.,15.39248204,"군, 무리를 지어서 올 수가 없다 라는 거예요.",28.59640002,군 무리를 지어서 올 수가 없다라는 거예요.
59,(했다는)/(했다라는) 거 확인할 수 있습니다 문헌을 통해서요. 자/ 예를 볼까요 예 우리 교재에 나와 있는 예+ 이거예요. 영어에 이.,2.406044483,"이따 라는 거 확인할 수 있습니다. 문어는 통해서. 예를 볼까요? 우리 교체에 나와 있는 예, 이거예요. 영어에",6.144011259,문언을 통해서요 예를 볼까요? 우리 교재에 나와있는 얘 이거예요 영어에 이거,18.7382133,문언을 통해서 확인할 수 있습니다. 예를 볼까요? 교제에 나와 있는 예 이거예요. 영어에,34.75830913,문언을 통해서 확인할 수 있습니다. 예를 볼까요? 교재에 나와있는 예 이거예요. 영어에
60,이거 봄을 나타나는 영어죠 여러분 스프링인데요 사실 이+ 스프링이라는 선생님 발음 이거 영어 원어민 발음 아니죠 자/ 보세요 이 스프링처럼.,2.653509855,이거 봄을 나타내는 영어져 여러분 스프링인데요. 사실 이 스프링이라는 선생님 바름 이거 영어 원어민 바름 아니죠. 자 보세요. 스프링처럼,7.686038494,그리고 봄을 나타내는 영어죠 여러분. 스프링인데요. 사실 이 스프링이라는 선생님 발음 이거 영어 원어민 발음 아니죠. 자 보세요. 이 스프링처럼,22.0214262,이거 봄을 나타내는 영어죠 여러분. 스프링인데요. 사실 이 스프링이라는 선생님 발음 이거 영어 원어민 발음 아니죠. 자 보세요. 이 스프링처럼,38.99727678,이거 봄을 나타내는 영어죠 여러분 Spring 인데요 사실 이 Spring 이라는 선생님 발음 이거 영어 원어민 발음 아니죠 자 보세요 이 Spring 처럼
61,두 개 이상의 자음이 올 수 없다는 거예요. 이 영어에서는 이+ 이게 이름 절입니다. 우리는 이거를 뭐라고 얘기하냐면 (수프)/(스프).,2.228533268,2개 이상의 자음이 올 수 없다는 거에요. 이 영어에서는 이게 이름절입니다. 우리는 이거를 뭐라고 얘기하냐면,6.553845406,두 개 이상의 자음이 올 수 없다는 거예요. 이 영어에서는요. 이게 이름절입니다. 우리는 이거를 뭐라고 얘기하냐면,19.06049514,2개 이상의 자음이 올 수 없다는 거에요 이 영어에서는요 이게 이름절입니다 우리는 이거를 뭐라고 얘기하냐면,36.20928884,"두 개 이상의 자음이 올 수 없다는 거예요. 이 영어에서는요, 이게 이름절입니다. 우리는 이거를 뭐라고 얘기하냐면"
62,자/ 여러분 음절이 뭔지 아십니까 예. 소리 단위로 이렇게 한 덩어리. 한.,2.085026741,여러분 음절이 뭔지 아십니까? 소리 단위로 이렇게 한 덩어리 한 덩어리,5.785050392,여러분 음절이 뭔지 아십니까? 소리 단위로 이렇게 한 덩어리,17.05613351,자 여러분 음절이 뭔지 아십니까? 소리 단위로 이렇게 한 덩어리,31.64660072,여러분 음절이 뭔지 아십니까? 소리 단위로 이렇게 한 덩어리
63,한 덩어리 한 덩어리 이게 바로 음절 단위인데요 자/ 사 스프링 (삼은)/(삼음) 절로 발음을 해요. 왜냐하면 우리말에는요.,2.466001749,"한 동월이, 한 동월이. 이게 바로 음절단인데요. 자, 습, 우리 사묵조로 발음을 해요. 왜냐하면 우리 말에는요.",7.098751545,"한 덩어리 한 덩어리 이게 바로 음절 단인데요. 습, 푸, 링, 사뭉졸로 발음을 해요. 왜냐하면 우리 말에는요.",19.27053833,한 덩어리 한 덩어리 이게 바로 음절단인데요 자 스프링 사몽절로 발음을 해요 왜냐하면 우리말에는요,36.28744626,"한 덩어리, 한 덩어리 이게 바로 음절 단인데요 스프링 삼음절로 발음을 해요 왜냐하면 우리말에는요"
64,단어 첫소리에 음절 그니까 단어의 음절 첫 음절의 첫소리에는요.,1.875997066,"단어 첫 소리의 음절, 단어의 음절, 첫 음절의 첫 소리의",5.724379539,"단어 첫 소리의 음절, 그러니까 단어의 음절, 첫음절의 첫 소리에는요.",15.62462854,"단어의 음절, 첫 음절의 첫 소리에는요",28.53416324,단어의 첫음절의 첫소리에는요
65,일음절만 아/ 그니까 그 하나만 올 수 있어요 자음이. 자/ 보세요 여기 자음 에스 하나.,2.066047668,이름돌만 한함을 올 수 있어 자음이. 자 보세요. 여기 자음 S 하나.,5.811876774,이름들만 한암을 올 수 있어 자음이 자 보세요 여기 자음 s 하나,16.93094468,"이름절만, 하나만 올 수 있어 자음이. 자 보세요. 여기 자음 S 하나.",31.20756555,이름들만 그 하나만 올 수 있어 자음이 자 보세요 여기 자음 s 하나
66,피 자음이죠 알 자음이죠 자+ 자음이 동시에 연달아 몇 개까지 왔어요 영어에서는 이 세 개 가능합니다. 영어에서는 이+ 이게요 일음절 발음이에요. 일음절로 나요.,3.013522863,"키 자음이죠. 알 자음이죠. 자음이 동시에 연달한 몇 개까지 왔어요. 영어에서는요, 세계 가능합니다. 영어에서는요, 이게예요. 이름절 발음이에요. 이름절로 나요.",8.148920298,"P, 자음이죠. R, 자음이죠. 자음이 동시에 연달아 몇 개까지 왔어요. 영어에서는요, 3개 가능합니다. 영어에서는요, 이게요. 이름절 발음이에요. 이름절로 나요.",22.17186069,P 자음이죠 R 자음이죠 자 자음이 동시에 연달아 몇 개까지 왔어요 영어에서는요 3개 가능합니다 영어에서는요 이게 이름절 발음이에요 이름절로 나요,36.6450603,자음이 동시에 연달아 몇 개까지 왔어요? 영어에서는 3개 가능합니다. 영어에서는요 이게요 이름절 발음이에요.
67,스프링+ 스프링 뭐 이렇게 발음을 하나 봐요. 그런데 우리는 어/ 음절 첫소리는요 이렇게 에스 피 알 와 같이 자음이 무리 지어서 나올 수가 없어요. 어떻게 자음의 개수는 최대 하나다. 딱 하나만 올 수 (있다는)/(있다라는) 겁니다. 안 어렵죠.,3.126028538,"브링, 스피링, 이렇게 발음을 하나 봐요. 그런데 우리는 음절 첫 소리는 이렇게 SPR과 같이 자음이 무리지어서 나올 수가 없어요. 어떻게 자음에게 수는 최대 하나다. 딱 하나만 올 수 있다는 겁니다. 안 어렵죠?",8.368024588,Spring Spring 이렇게 발음을 함아봐요. 그런데 우리는 음절 첫 소리는요. 이렇게 SPR과 같이 자음이 무리 지어서 나올 수가 없어요. 어떻게 자음의 개수는 최대한 하나다. 딱 하나만 올 수 있다는 겁니다. 안 어렵죠?,22.14816165,뭐 이렇게 발음을 하나 봐요 그런데 우리는 음절 첫 소리는 이렇게 SPR과 같이 자음이 무리지어서 나올 수가 없어요 어떻게? 자음의 개수는 최대 하나다 딱 하나만 올 수 있다는 겁니다 안 어렵죠?,40.12138152,spring spring 뭐 이렇게 발음을 하나 봐요 그런데 우리는 음절 첫 소리는요 이렇게 spr 과 같이 자음이 무리 지어서 나올 수가 없어요 어떻게 자음의 개수는 최대 하나다 딱 하나만 올 수 있다라는 겁니다 안 어렵죠
68,어/ 이건 선생님이 가지고 온 예입니다. 여러분 교재에 없어요.,1.790999413,이거 선생님이 가지고 온 옵니다. 여러분 교자 없어요.,5.267019272,이거 선생님이 가지고 온냅니다. 여러분 교자 없어요.,15.65100956,이건 선생님이 가지고 온 예입니다 여러분 교자 없어요,29.64961767,이건 선생님이 가지고 온 얘입니다. 여러분 교재 없어요.
69,소리가 있는 (이응노)/(이응도) 올 수 없다. 자/ 이거는 알아두세요. 우리가 이런 말 해요. 우유라고 씁니다. 그러면서 일부 학생들은요 이렇게 생각해요. 어/.,2.720999718,"소리가 있는 이흥도 올 수 없다. 자, 이거는 알아도세요. 우리가 이런 말해요. 오, 유, 라고 씁니다. 그러면서 일부 학생들은 이렇게 생각해요. 어?",7.410032511,소리가 있는 이응도 올 수 없다. 이거는 알아주세요. 우리가 이런 말해요. 우유 라고 씁니다. 그러면서 일부 학생들은요. 이렇게 생각해요. 어?,20.80010247,"소리가 있는 ㅇ도 올 수 없다 자 이거는 알아두세요 우리가 이런 말 해요 우, 유 라고 씁니다 그러면서 일부 학생들은요 이렇게 생각해요 어?",38.6040287,"소리가 있는 이응도 올 수 없다. 이거는 알아두세요. 우리가 이런 말해요. 우, 유 라고 씁니다. 그러면서 일부 학생들은 이렇게 생각해요."
70,어/ 우 이거 이응 소리랑 우 소리 두 개가 나는군 뭐 이렇게 생각합니다.,1.906001091,이흥소리랑 우소리 두 개가 나는군. 이렇게 생각합니다.,5.582999229,"우, 이응소리랑 우 소리 두 개가 나는군. 이렇게 생각합니다.",16.45201397,이응소리랑 우소리가 두개가 나는군 이렇게 생각합니다,30.47206569,이응 소리와 우 소리가 두 개가 나는군 이렇게 생각합니다.
71,근데 음절 처음에 나오는 이응은요 음가가 없어요. (소릿값이)/(소리값이) 없습니다. 그런데 그냥 비워두기 민망하니까 (소릿값이)/(소리값이) 없는 동그라미로 채워준 거예요. 그래서 이때 이응은요 그냥 (소릿값)/(소리값) 없는 자.,2.967997313,근데 음절 처음에 나오는 이유는요. 음가가 없어요. 소리값이 없습니다. 그런데 그냥 비어두기 민망하니까 소리값이 없는 동그라미로 채워 준 거예요. 그래서 이때의 이유는요. 그냥 소리값 없는 자,7.810057163,근데 음절 처음에 나오는 이은은요 음가가 없어요 소리값이 없습니다 그런데 그냥 비워두기 민망하니까 소리값이 없는 동그라미로 채워준 거예요 그래서 이때 이은은요 그냥 소리값 없는,23.04400826,"근데 음절 처음에 나오는 이은은요 음가가 없어요. 소리값이 없습니다. 그런데 그냥 비워두기 민망하니까 소리값이 없는 동그라미로 채워준 거예요. 그래서 이때 이은은요, 그냥 소리값 없는",43.76250362,근데 음절 처음에 나오는 이응은 음가가 없어요. 소리값이 없습니다. 그런데 그냥 비워두기 민망하니까 소리값이 없는 동그라미로 채워준 거예요. 그래서 이때 이응은 그냥 소리값 없는 자음이 됩니다.
72,자리 표시하는 정도의 기능만 (한다는)/(한다라는) 거죠. 그래서 빼 보 빼 봐도요 발음은 똑같아요 우유라고. 이해되시나요 그래서 우리가 이 잉 발음 있죠 응 발음. 응하는 발음. 이 발음은요 음절 첫소리에서는 이 응.,3.708025694,자리 표시하는 정도의 기능만 한다라는 거죠. 그래서 빼고 빼 봐줘요. 바르면 똑같아요. 우유라고. 얘 되시나요? 그래서 우리가 이 잉 바름 있죠. 응 바름. 응 하는 바름. 이 바름은요. 음절 첫 소리에서는 이 잉.,9.748691559,자리 표시하는 정도의 기능만 한다는 거죠. 그래서 빼봐도요. 바름은 똑같아요. 우유라고. 얘 대시나요? 그래서 우리가 이 잉 바름 있죠. 응 바름. 응 하는 바름. 이 바름은요. 음절 첫 소리에서는 이 잉 바름이,25.42709613,자리 표시하는 정도의 기능만 한다라는 거죠 그래서 빼봐도요 발음은 똑같아요 우유라고 이해 되시나요? 그래서 우리가 이 잉 발음 있죠 응 발음 응 하는 발음 이 발음은요 음절 첫 소리에서는 이 응 발음을,43.38436127,자리표시하는 정도의 기능만 한다는 거죠 그래서 빼봐도요 발음은 똑같아요 우유라고 이해 되시나요? 그래서 우리가 이 잉 발음 있죠 응 발음 응 하는 발음 이 발음은요 음절 첫 소리에서는
73,몽할 때 몽할 때 이 음절 첫소리가 아닌 경우에는요 아이엔지 발음 응 발음이 날 수가.,2.269036531,"뭉할때, 뭉할때, 이 음절 첫 소리가 아닌 경우에는요. ING 바름, 엉 바름이 날 수가 있어요.",6.05306983,"뭉할 때 이 음절 첫 소리가 아닌 경우에는요 i n g 발음, 응 발음이 날 수가 있어요",18.04709196,"뭉뭉할 때 이 음절 첫 소리가 아닌 경우에는요 ing 발음, 웅 발음이 나을 수가 있어요",31.15705276,"음절 첫 소리가 아닌 경우에는요 ing 발음, 응 발음이 날 수가 있어요."
74,왜냐 음절 첫소리 아니니까요. 자/ 이거는 그냥 선생님이 우리 교재에는 없지만 뭐 추가적으로 이 정도 더 들어만 놔라 하는 의미로 알려주는 겁니다.,2.345033884,왜냐 음절 첫소리 아니니까요. 자 이거는 그냥 선생님이 우리 교전 없지만 추가적으로 이 정도 더 드러만 나라 하는 의미로 알려주는 겁니다.,6.60104394,왜냐 음절 첫 소리 아니니까요 이건 그냥 선생님이 우리 교재는 없지만 추가적으로 이 정도 더 드러만나라는 의미로 알려주는 겁니다,20.05161142,왜냐 음절 첫 소리 아니니까요 자 이건 그냥 선생님이 우리 교제는 없지만 뭐 추가적으로 이 정도 더 들어만나라 하는 의미로 알려주는 겁니다,36.5508163,왜냐 음절 첫소리 아니니까요. 자 이건 그냥 선생님이 우리 교재는 없지만 추가적으로 이 정도 더 들어 만나라 하는 의미로 알려주는 겁니다.
75,자/ 국어 음운의 특징.,1.646001816,자 그거 음원의 특징,5.058646679,"자, 구거 의문의 특징!",15.08220816,"자, 국어 의문의 특징",28.68004942,"자, 국어 의문의 특징!"
76,기 어울린다 조화롭게 (월린데라고)/(월린다라고) 해서요 모음조화라고 얘기를 해요. 이 모음조화 현상이 (나타난다는)/(나타난다라는) 게 특징인데 사실상 중세 국어 십 (이세기)/(오세기) 십육 세기에는 아주 철저하게 지켜지다가요 지금 최근에 현대 국어로 오면서 많이.,3.413115025,"시위에 어울린다, 조화롭게 어울린다라고 해서요. 몸 좋아 라고 얘기를 해요. 몸 좋아 현상이 나타난다 라는 게 특징인데 사실상 중세국어, 15세기 16세기는 아주 철저히 지켜지다가요. 지금 최근에 현대국어로 오면서 많이 못해.",14.56846452,모음좋아가 나타난다는 특징인데 사실상 중세국어 15세기 16세기는 아주 철저히 지켜지다가요 지금 최근에 현대국어로 오면서 많이 모아 지금 최근에 현대국어로 오면서 많이 모아 지금 최근에 현대국어로 오면서 많이 모아 지금 최근에 현대국어로 오면서 많이 모아 지금 최근에 현대국어로 오면서 많이 모아 지금 최근에 현대국어로 오면서 많이 모아 지금 최근에 현대국어로 오면서 많이 모아 지금 최근에 현대국어로 오면서 많이 모아 지금 최근에 현대국어로 오면서 많이 모아,25.28904915,어울린다 조화롭게 어울린다 라고 해서요. 모음조화라고 얘기를 해요. 이 모음조화 현상이 나타난다라는 게 특징인데 사실상 중세국어 15세기 16세기는 아주 철저히 지켜지다가 요. 지금 최근에 현대국어로 오면서 많이,45.34718323,어울린다 조화롭게 어울린다 라고 해서요 모음조화라고 얘기를 해요 모음조화 현상이 나타난다 라는게 특징인데 사실상 중세국어 15세기 16세기에는 아주 철저히 지켜지다가요 지금 최근에 현대국어로 오면서 많이
